id,activity,sector,use
1126394,Retail,Retail,"to stock products for the home, clothes, pajamas, and accessories, among other things, in order to increase her earnings."
829931,Fish Selling,Food,to purchase fish to resell
794324,Food Production/Sales,Food,"to buy maize, beans and alcohol for selling"
1044329,Personal Expenses,Personal Use,to buy a plot of land and build a house
1165058,General Store,Retail,"to purchase additional items of groceries like canned goods, noodles, drinks, spices, shampoo and other snack foods."
972653,Personal Medical Expenses,Health,to buy medicines for her treatment.
783946,Farming,Agriculture,to buy fertilizers for her farm and groceries for her store to sell.
1212146,Pigs,Agriculture,to buy more pigs to raise. 
960214,General Store,Retail,"to buy supplies such as rice, feeds and soft drinks"
1210742,Pigs,Agriculture,to buy feed and other supplies to raise her pigs.
718532,Farming,Agriculture,To pay for a warehouse/store for maize production.
877732,Livestock,Agriculture,to buy livestock.
1084329,Agriculture,Agriculture,buy more chicks to add to my flock.
1226723,Farming,Agriculture,"laban  to buy farm implements, high-quality seeds, good fertilizer, and pesticide."
1111243,Farming,Agriculture,to rebuild her farm stable.
1289812,Farming,Agriculture,"to buy insecticide, fertilizer, a new wheelbarrow, a tiller, a rake, new gloves and a watering hose."
1219356,General Store,Retail,"to buy more general merchandise like sugar, soap, millet flour, maize flour, rice and salt and many others to sell."
1014554,Higher education costs,Education,to pay higher education costs
1271693,Cosmetics Sales,Retail,"to buy creams, perfumes, jewelry, powders, deodorants, etc."
984302,Tailoring,Services,to buy more clothing materials for resale in the shop.
740483,Food Market,Food,to buy oil for resale
666503,Rickshaw,Transportation,"to purchase accessories for his vehicle.
"
946859,Grocery Store,Food,to purchase more goods for her store.
1056174,Tailoring,Services,"to purchase additional needles, thread, fabrics, and other needed materials."
1218327,Crafts,Arts,to buy traditional pagne [bright West African cloth] to stock and sell.
752385,Pigs,Agriculture,to buy feed and vitamins for her pigs.
1015790,Grocery Store,Food,to purchase kilos of rice and other sari-sari store items for retail
1162287,Spare Parts,Retail,to buy more stock of spare parts
1204042,Personal Housing Expenses,Housing,to buy a solarium.
803985,Home Appliances,Personal Use,To build a decent latrine.
1165285,Rickshaw,Transportation,to purchase new tires and spare parts to get repairing.
1246710,Shoe Sales,Retail,to buy additional stock of footwear to sell.
700650,Dairy,Agriculture,To install a water system for the stable and to purchase guano
1272848,General Store,Retail,"to purchase more groceries such as beverages, bread, and candies as well as school supplies to sell."
812223,Food Production/Sales,Food,to buy more stock of frozen foods to sell.
726949,Animal Sales,Agriculture,to purchase small animals and a variety of plastic products to sell to her clients.
1297261,Education provider,Education,to buy a computer and to furnish her working room comfortably so that she will pass her courses in a proper and accurate way.
1244663,General Store,Retail,"to buy rice, sugar, oil and beans to resell."
856898,Home Products Sales,Retail,to buy home cleaning products for sale
965787,Agriculture,Agriculture,"pay for plowing, hoeing, transplanting, fertilizer, and phytosanitary products."
670435,Sewing,Services,"To buy a Siruba sewing machine, an overlock sewing machine and basic materials."
877994,Services,Services,to repair his milling machine.
1149274,Personal Housing Expenses,Housing,to build a clean sanitation facility at their home to improve access to sanitation for their family.
883715,Pigs,Agriculture,to buy feeds and other supplies to raise her pig and earn money to expand her business
1033314,Food Production/Sales,Food,"to buy ingredients such as, vegetable, fish, meat, etc."
1227983,Cafe,Food,to buy equipment for her café to enlarge place for seats and to use as working capital.
1308864,General Store,Retail,"to buy items to sell like canned goods, personal care products, noodles, drinks, and other snack foods."
1052338,Food Market,Food,to buy food products in order to expand her business
994071,Higher education costs,Education,to pay for tuition fees.
1094374,Personal Medical Expenses,Health,to buy medicines for his sister’s treatment.
1090544,Cosmetics Sales,Retail, develop my new line of non-toxic nail products that will be healthier for salon workers & customers alike.
779095,Farming,Agriculture,to buy a cow for rice farming and breeding
1092252,Fruits & Vegetables,Food,to buy more vegetables and pay for her son’s school fees as well.
1192953,General Store,Retail,"to buy beverages, canned goods, snack foods, home care products and the like to sell from her store."
686382,Fishing,Food,"to purchase wood, bamboo, gasoline and fishing net for her business."
972972,Clothing Sales,Clothing,To expand her clothing business into a boutique.
855295,Farming,Agriculture,to pay for clearing and plowing land and digging and planting seedlings.
1242423,Clothing,Clothing,to buy 100 meters of damask fabric.
708692,Personal Housing Expenses,Housing,to purchase building materials and pay for construction labor
1286530,Cafe,Food,"to buy furniture for her new café, in order to attract more customers."
1249315,Vehicle Repairs,Services,to purchase materials for the shop that are needed to provide services.
973916,Rickshaw,Transportation,to buy a new rickshaw for her husband so he can generate sufficient income to cherish his huge family.
812180,General Store,Retail,"to purchase additional items such as coffee, sugar, cereals, soft drinks, canned goods, cooking oil, noodles, etc. to sell"
799384,Fishing,Food,to buy fishing equipment and supplies.
1192607,Livestock,Agriculture,to buy young animals of different species and food for raising them.
972796,Flowers,Agriculture,to invest in her business of plants and flowers.
654552,Tailoring,Services,To purchase a tailoring machine for her husband to use to stitch up clothing.
1063063,Fruits & Vegetables,Food,"to buy more fruit, such as pineapples, papayas, mangoes, bananas, strawberries, lemons, apples, melons and jocotes, in order to continue selling"
874016,Textiles,Arts,
1175419,Pigs,Agriculture,to buy more pigs to increase production.
1036268,Farming,Agriculture,to buy cost efficient maize seeds and fertilizer for the upcoming harvesting season	.						
800532,Primary/secondary school costs,Education,To pay for her child's education fees
1335778,Arts,Arts,her to buy jewelry supplies.
1141877,Clothing Sales,Clothing,to buy goods.
1278719,General Store,Retail,buy everyday products to resell.
855825,Retail,Retail,to purchase additional nipa roofing to sell
861967,General Store,Retail,to buy more items to sell in her general store
976513,General Store,Retail,"to buy merchandise to stock his business like rice, sugar, milk, oil, etc."
1227601,Farming,Agriculture,to purchase a solar light and gain access to cost efficient hybrid seeds and fertilizer for maize cultivation.							
1096858,Fish Selling,Food,to additional boxes of fish to sell.
1266133,Food Stall,Food,to stock up with six sacks of potatoes
1275344,Used Clothing,Clothing,to buy more bales of jackets to sell and grow her income.
1220692,Home Energy,Personal Use,to buy a solar lantern.
1267178,General Store,Retail,to buy additional stocks of groceries to sell.
680164,Clothing,Clothing,"to purchase cosmetic accessories, jackets, panties, shirts, and shoes"
1228753,Fruits & Vegetables,Food,to buy fresh produce to sell.
757057,Taxi,Transportation,to help repair her husband's taxi.
859313,Fruits & Vegetables,Food,to buy fruits to sell in her stall
1194594,Property,Housing,to buy construction materials for an additional rental unit.
1151722,Farming,Agriculture,to buy farm inputs to grow more crops on her farm.
1051194,General Store,Retail,to buy a higher volume of grocery items and cases of beverages.
1161504,Sewing,Services,to buy dressmaking supplies
839705,Cosmetics Sales,Retail,To purchase a variety of beauty products 
947276,Poultry,Agriculture,to buy feed and other supplies to raise her chickens.
1318006,Poultry,Agriculture,to buy poultry feed & water pumps for her farm.
867219,Farming,Agriculture,"to purchase fertilizer, seedlings and an irrigator, and to also add stock to her retail shop . "
736236,Personal Housing Expenses,Housing,to plaster and paint the walls of his home
653246,Cafe,Food,"to buy rice, maize flour, baking flour, beans, meat, cooking oil and cold drinks."
1230707,Primary/secondary school costs,Education,to pay school tuition fees for her 6-year-old daughter and 8-year-old son.
1214066,Dairy,Agriculture,"to buy one more buffalo to cater to more customers, so she can provide a better standard of living to her family members."
903225,Manufacturing,Manufacturing,to buy more materials for her rope making business.
1290974,General Store,Retail,to buy additional items to sell in her general store
747533,Farming,Agriculture,To purchase high-quality inputs in order to double yield and income
678749,General Store,Retail,"purchase general merchandise such as: a variety of clothing styles, shoes, cosmetics, and plastic products among others."
1017367,Retail,Retail,to buy some bags of vegetables for resale on a retail basis.
1054552,Food Production/Sales,Food,"to buy ingredients to make rolls. She also wants to buy milk to make cheese and buttermilk, which is a perfect accompaniment."
1109513,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for his family.
855233,Retail,Retail,"to invest in hair clips, hair bands, bracelets, earrings, etc."
